image_id,image_path,split,source,dataset,label_path,total_boxes,puffin_boxes,non_puffin_boxes,puffin_bin,distance,scene,difficulty,contains_puffin,density,occlusion,has_detection_overlay,text_prompt,notes
train_fullmar15_png.rf.6fef4b3b4630918cea3ccdcf82f2cc11,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\train\images\fullmar15_png.rf.6fef4b3b4630918cea3ccdcf82f2cc11.jpg,train,original,Seabirds.v6i.yolo26,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\train\labels\fullmar15_png.rf.6fef4b3b4630918cea3ccdcf82f2cc11.txt,1,0,1,none,,,,no,none,,no,a seabird habitat image with no labeled puffin,
train_Screenshot-2023-04-10-at-8-26-10-PM_png.rf.69b79df25b413e92357c030a00ee2bbf,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\train\images\Screenshot-2023-04-10-at-8-26-10-PM_png.rf.69b79df25b413e92357c030a00ee2bbf.jpg,train,original,Seabirds.v6i.yolo26,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\train\labels\Screenshot-2023-04-10-at-8-26-10-PM_png.rf.69b79df25b413e92357c030a00ee2bbf.txt,1,1,0,single,,,,yes,single,,no,a photo containing a single puffin,
train_Screenshot-2023-04-10-at-8-35-25-PM_png.rf.48915911f9ec967a1acde9ab11104d07,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\train\images\Screenshot-2023-04-10-at-8-35-25-PM_png.rf.48915911f9ec967a1acde9ab11104d07.jpg,train,original,Seabirds.v6i.yolo26,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\train\labels\Screenshot-2023-04-10-at-8-35-25-PM_png.rf.48915911f9ec967a1acde9ab11104d07.txt,1,1,0,single,,,,yes,single,,no,a photo containing a single puffin,
train_fullmar18_png.rf.5c5a42d41ae6ec02f94c8602507cfbda,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\train\images\fullmar18_png.rf.5c5a42d41ae6ec02f94c8602507cfbda.jpg,train,original,Seabirds.v6i.yolo26,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\train\labels\fullmar18_png.rf.5c5a42d41ae6ec02f94c8602507cfbda.txt,1,0,1,none,,,,no,none,,no,a seabird habitat image with no labeled puffin,
valid_fullmar19_png.rf.9e54e681c7f3be715f90add38a0b0812,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\valid\images\fullmar19_png.rf.9e54e681c7f3be715f90add38a0b0812.jpg,valid,original,Seabirds.v6i.yolo26,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\valid\labels\fullmar19_png.rf.9e54e681c7f3be715f90add38a0b0812.txt,1,0,1,none,,,,no,none,,no,a seabird habitat image with no labeled puffin,
train_DJI_20220726115320_0273_Z_JPG.rf.b1cbb706dec4f4142530785ab0a43198,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\train\images\DJI_20220726115320_0273_Z_JPG.rf.b1cbb706dec4f4142530785ab0a43198.jpg,train,original,Seabirds.v6i.yolo26,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\train\labels\DJI_20220726115320_0273_Z_JPG.rf.b1cbb706dec4f4142530785ab0a43198.txt,6,6,0,group,,,,yes,group,,no,a photo containing a group of puffins,
train_Puffins-who-have-to-migrate-farther-often-struggle-with-breeding-850x500_jpeg.rf.602c377681094e1e26167782054ddb27,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\train\images\Puffins-who-have-to-migrate-farther-often-struggle-with-breeding-850x500_jpeg.rf.602c377681094e1e26167782054ddb27.jpg,train,original,Seabirds.v6i.yolo26,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\train\labels\Puffins-who-have-to-migrate-farther-often-struggle-with-breeding-850x500_jpeg.rf.602c377681094e1e26167782054ddb27.txt,2,2,0,few,,,,yes,few,,no,a photo containing a few puffins,
train_atlantic_puffin_newfoundland2_jpeg.rf.24bb97cd092d7c68174d3880816a000b,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\train\images\atlantic_puffin_newfoundland2_jpeg.rf.24bb97cd092d7c68174d3880816a000b.jpg,train,original,Seabirds.v6i.yolo26,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\train\labels\atlantic_puffin_newfoundland2_jpeg.rf.24bb97cd092d7c68174d3880816a000b.txt,10,10,0,group,,,,yes,group,,no,a photo containing a group of puffins,
test_1127_maine-puffins-1000x644_jpeg.rf.21367ecf0d8ee509f74ef00728fab9a3,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\test\images\1127_maine-puffins-1000x644_jpeg.rf.21367ecf0d8ee509f74ef00728fab9a3.jpg,test,original,Seabirds.v6i.yolo26,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\test\labels\1127_maine-puffins-1000x644_jpeg.rf.21367ecf0d8ee509f74ef00728fab9a3.txt,5,5,0,group,,,,yes,group,,no,a photo containing a group of puffins,
train_Atlantic-Puffin-Cornwall-UK-1-1024x538_jpeg.rf.f45736ca73df37d16c7abe62c06bd2fa,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\train\images\Atlantic-Puffin-Cornwall-UK-1-1024x538_jpeg.rf.f45736ca73df37d16c7abe62c06bd2fa.jpg,train,original,Seabirds.v6i.yolo26,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\train\labels\Atlantic-Puffin-Cornwall-UK-1-1024x538_jpeg.rf.f45736ca73df37d16c7abe62c06bd2fa.txt,6,6,0,group,,,,yes,group,,no,a photo containing a group of puffins,
train_1_IMG_6735_IsleofMay_Guillemot_CopyRight_SusanDavies_jpg.rf.2d0aefe219b6aad18796a7ed4a885fda,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\train\images\1_IMG_6735_IsleofMay_Guillemot_CopyRight_SusanDavies_jpg.rf.2d0aefe219b6aad18796a7ed4a885fda.jpg,train,original,Seabirds.v6i.yolo26,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\train\labels\1_IMG_6735_IsleofMay_Guillemot_CopyRight_SusanDavies_jpg.rf.2d0aefe219b6aad18796a7ed4a885fda.txt,1,0,1,none,,,,no,none,,no,a seabird habitat image with no labeled puffin,
train_Screenshot-2023-04-10-at-8-47-18-PM_png.rf.df1c988098c91c865d6857f520c98dd3,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\train\images\Screenshot-2023-04-10-at-8-47-18-PM_png.rf.df1c988098c91c865d6857f520c98dd3.jpg,train,original,Seabirds.v6i.yolo26,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\train\labels\Screenshot-2023-04-10-at-8-47-18-PM_png.rf.df1c988098c91c865d6857f520c98dd3.txt,10,10,0,group,,,,yes,group,,no,a photo containing a group of puffins,
train_kittiwake55_png.rf.aad1909052f86047f84c9ea1175d3c34,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\train\images\kittiwake55_png.rf.aad1909052f86047f84c9ea1175d3c34.jpg,train,original,Seabirds.v6i.yolo26,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\train\labels\kittiwake55_png.rf.aad1909052f86047f84c9ea1175d3c34.txt,2,0,2,none,,,,no,none,,no,a seabird habitat image with no labeled puffin,
train_59d7cef2-9442-43db-b104-c27acf09220d_jpeg.rf.5173b1a9e4a7947be99dccc262fe53c9,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\train\images\59d7cef2-9442-43db-b104-c27acf09220d_jpeg.rf.5173b1a9e4a7947be99dccc262fe53c9.jpg,train,original,Seabirds.v6i.yolo26,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\train\labels\59d7cef2-9442-43db-b104-c27acf09220d_jpeg.rf.5173b1a9e4a7947be99dccc262fe53c9.txt,22,22,0,group,,,,yes,group,,no,a photo containing a group of puffins,
test_DJI_20220726115400_0293_Z_JPG.rf.1a9deb01ac219b8835aa9f89ddf90007,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\test\images\DJI_20220726115400_0293_Z_JPG.rf.1a9deb01ac219b8835aa9f89ddf90007.jpg,test,original,Seabirds.v6i.yolo26,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\test\labels\DJI_20220726115400_0293_Z_JPG.rf.1a9deb01ac219b8835aa9f89ddf90007.txt,8,8,0,group,,,,yes,group,,no,a photo containing a group of puffins,
train_DJI_20220726115342_0284_Z_JPG.rf.cdaf2af9d580193dfe75a6a1cceecced,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\train\images\DJI_20220726115342_0284_Z_JPG.rf.cdaf2af9d580193dfe75a6a1cceecced.jpg,train,original,Seabirds.v6i.yolo26,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\train\labels\DJI_20220726115342_0284_Z_JPG.rf.cdaf2af9d580193dfe75a6a1cceecced.txt,4,4,0,few,,,,yes,few,,no,a photo containing a few puffins,
train_66025381-720px_jpeg.rf.c68c9a88c520d228f77eef30591b6ab7,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\train\images\66025381-720px_jpeg.rf.c68c9a88c520d228f77eef30591b6ab7.jpg,train,original,Seabirds.v6i.yolo26,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\train\labels\66025381-720px_jpeg.rf.c68c9a88c520d228f77eef30591b6ab7.txt,4,0,4,none,,,,no,none,,no,a seabird habitat image with no labeled puffin,
valid_razorbill24_png.rf.87e95c68240ab77b401b052f07ca4f29,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\valid\images\razorbill24_png.rf.87e95c68240ab77b401b052f07ca4f29.jpg,valid,original,Seabirds.v6i.yolo26,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\valid\labels\razorbill24_png.rf.87e95c68240ab77b401b052f07ca4f29.txt,1,0,1,none,,,,no,none,,no,a seabird habitat image with no labeled puffin,
train_Screenshot-2023-04-10-at-8-35-25-PM_png.rf.5ca63373eabb060cdecbebb599475cae,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\train\images\Screenshot-2023-04-10-at-8-35-25-PM_png.rf.5ca63373eabb060cdecbebb599475cae.jpg,train,original,Seabirds.v6i.yolo26,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\train\labels\Screenshot-2023-04-10-at-8-35-25-PM_png.rf.5ca63373eabb060cdecbebb599475cae.txt,1,1,0,single,,,,yes,single,,no,a photo containing a single puffin,
valid_kittiwake76_png.rf.82bd039d225a9b4168faaf74e5cadc6c,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\valid\images\kittiwake76_png.rf.82bd039d225a9b4168faaf74e5cadc6c.jpg,valid,original,Seabirds.v6i.yolo26,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\valid\labels\kittiwake76_png.rf.82bd039d225a9b4168faaf74e5cadc6c.txt,1,0,1,none,,,,no,none,,no,a seabird habitat image with no labeled puffin,
valid_Screenshot-2023-04-10-at-8-26-19-PM_png.rf.a9f1bba91517b8fd8db79cb77b87e706,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\valid\images\Screenshot-2023-04-10-at-8-26-19-PM_png.rf.a9f1bba91517b8fd8db79cb77b87e706.jpg,valid,original,Seabirds.v6i.yolo26,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\valid\labels\Screenshot-2023-04-10-at-8-26-19-PM_png.rf.a9f1bba91517b8fd8db79cb77b87e706.txt,1,1,0,single,,,,yes,single,,no,a photo containing a single puffin,
train_DJI_20220726115346_0286_Z_JPG.rf.9346f1c79b9369745bb4b13f4f1817dd,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\train\images\DJI_20220726115346_0286_Z_JPG.rf.9346f1c79b9369745bb4b13f4f1817dd.jpg,train,original,Seabirds.v6i.yolo26,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\train\labels\DJI_20220726115346_0286_Z_JPG.rf.9346f1c79b9369745bb4b13f4f1817dd.txt,2,2,0,few,,,,yes,few,,no,a photo containing a few puffins,
test_Screenshot-2023-04-10-at-8-48-07-PM_png.rf.4a6fca1fab16bb899af2a706ce16de78,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\test\images\Screenshot-2023-04-10-at-8-48-07-PM_png.rf.4a6fca1fab16bb899af2a706ce16de78.jpg,test,original,Seabirds.v6i.yolo26,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\test\labels\Screenshot-2023-04-10-at-8-48-07-PM_png.rf.4a6fca1fab16bb899af2a706ce16de78.txt,4,4,0,few,,,,yes,few,,no,a photo containing a few puffins,
train_fullmar56_png.rf.62d8bf27f1a6929b61813684d69eec10,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\train\images\fullmar56_png.rf.62d8bf27f1a6929b61813684d69eec10.jpg,train,original,Seabirds.v6i.yolo26,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\train\labels\fullmar56_png.rf.62d8bf27f1a6929b61813684d69eec10.txt,2,0,2,none,,,,no,none,,no,a seabird habitat image with no labeled puffin,
train_Screenshot-2023-04-10-at-8-35-43-PM_png.rf.db61de3b623235591cf18bfaa6eeb2a7,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\train\images\Screenshot-2023-04-10-at-8-35-43-PM_png.rf.db61de3b623235591cf18bfaa6eeb2a7.jpg,train,original,Seabirds.v6i.yolo26,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\train\labels\Screenshot-2023-04-10-at-8-35-43-PM_png.rf.db61de3b623235591cf18bfaa6eeb2a7.txt,2,2,0,few,,,,yes,few,,no,a photo containing a few puffins,
train_442b1677-jpg_jpeg.rf.53ade74e3704e584a511f9ca707765b8,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\train\images\442b1677-jpg_jpeg.rf.53ade74e3704e584a511f9ca707765b8.jpg,train,original,Seabirds.v6i.yolo26,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\train\labels\442b1677-jpg_jpeg.rf.53ade74e3704e584a511f9ca707765b8.txt,1,1,0,single,,,,yes,single,,no,a photo containing a single puffin,
test_kittiwake10_png.rf.2ae701c8e6c79eabd13129d6722841bf,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\test\images\kittiwake10_png.rf.2ae701c8e6c79eabd13129d6722841bf.jpg,test,original,Seabirds.v6i.yolo26,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\test\labels\kittiwake10_png.rf.2ae701c8e6c79eabd13129d6722841bf.txt,1,0,1,none,,,,no,none,,no,a seabird habitat image with no labeled puffin,
train_razorbill93_png.rf.373531a049e83daf945e72cf888dae6d,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\train\images\razorbill93_png.rf.373531a049e83daf945e72cf888dae6d.jpg,train,original,Seabirds.v6i.yolo26,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\train\labels\razorbill93_png.rf.373531a049e83daf945e72cf888dae6d.txt,3,0,3,none,,,,no,none,,no,a seabird habitat image with no labeled puffin,
train_DJI_20220726115304_0265_Z_JPG.rf.439718ef594afc87805affd120aa038e,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\train\images\DJI_20220726115304_0265_Z_JPG.rf.439718ef594afc87805affd120aa038e.jpg,train,original,Seabirds.v6i.yolo26,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\train\labels\DJI_20220726115304_0265_Z_JPG.rf.439718ef594afc87805affd120aa038e.txt,11,11,0,group,,,,yes,group,,no,a photo containing a group of puffins,
valid_DJI_20220726115308_0267_Z_JPG.rf.612db2a3bb27ee18f166cfc30e4484fc,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\valid\images\DJI_20220726115308_0267_Z_JPG.rf.612db2a3bb27ee18f166cfc30e4484fc.jpg,valid,original,Seabirds.v6i.yolo26,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\valid\labels\DJI_20220726115308_0267_Z_JPG.rf.612db2a3bb27ee18f166cfc30e4484fc.txt,14,14,0,group,,,,yes,group,,no,a photo containing a group of puffins,
train_european-shag-phalaccrocorax-aristotelis-with-chicks-in-nest-farne-islands-northumberland-england-uk-400-150625962_jpeg.rf.b9224ec7568608cdbf753fbf87773d9c,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\train\images\european-shag-phalaccrocorax-aristotelis-with-chicks-in-nest-farne-islands-northumberland-england-uk-400-150625962_jpeg.rf.b9224ec7568608cdbf753fbf87773d9c.jpg,train,original,Seabirds.v6i.yolo26,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\train\labels\european-shag-phalaccrocorax-aristotelis-with-chicks-in-nest-farne-islands-northumberland-england-uk-400-150625962_jpeg.rf.b9224ec7568608cdbf753fbf87773d9c.txt,1,0,1,none,,,,no,none,,no,a seabird habitat image with no labeled puffin,
train_Screenshot-2020-03-20-at-18-25-31-1920w_png.rf.d300622335f98dcb3215a49c406e4dad,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\train\images\Screenshot-2020-03-20-at-18-25-31-1920w_png.rf.d300622335f98dcb3215a49c406e4dad.jpg,train,original,Seabirds.v6i.yolo26,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\train\labels\Screenshot-2020-03-20-at-18-25-31-1920w_png.rf.d300622335f98dcb3215a49c406e4dad.txt,4,4,0,few,,,,yes,few,,no,a photo containing a few puffins,
train_AtlanticPuffin1_jpeg.rf.819753a3ae6c7d4b1ce11f6c0460072b,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\train\images\AtlanticPuffin1_jpeg.rf.819753a3ae6c7d4b1ce11f6c0460072b.jpg,train,original,Seabirds.v6i.yolo26,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\train\labels\AtlanticPuffin1_jpeg.rf.819753a3ae6c7d4b1ce11f6c0460072b.txt,1,1,0,single,,,,yes,single,,no,a photo containing a single puffin,
train_macareux-poissons_jpeg.rf.80c638ea0ca0f1e8dea48a682f801a0a,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\train\images\macareux-poissons_jpeg.rf.80c638ea0ca0f1e8dea48a682f801a0a.jpg,train,original,Seabirds.v6i.yolo26,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\train\labels\macareux-poissons_jpeg.rf.80c638ea0ca0f1e8dea48a682f801a0a.txt,1,1,0,single,,,,yes,single,,no,a photo containing a single puffin,
train_Screenshot-2023-04-10-at-8-35-35-PM-1-_png.rf.fbde7402587646b2983055452e94c6df,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\train\images\Screenshot-2023-04-10-at-8-35-35-PM-1-_png.rf.fbde7402587646b2983055452e94c6df.jpg,train,original,Seabirds.v6i.yolo26,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\train\labels\Screenshot-2023-04-10-at-8-35-35-PM-1-_png.rf.fbde7402587646b2983055452e94c6df.txt,1,1,0,single,,,,yes,single,,no,a photo containing a single puffin,
train_DJI_20220726115318_0272_Z_JPG.rf.b92f752eaeb0af095c72abff9aa92dff,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\train\images\DJI_20220726115318_0272_Z_JPG.rf.b92f752eaeb0af095c72abff9aa92dff.jpg,train,original,Seabirds.v6i.yolo26,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\train\labels\DJI_20220726115318_0272_Z_JPG.rf.b92f752eaeb0af095c72abff9aa92dff.txt,5,5,0,group,,,,yes,group,,no,a photo containing a group of puffins,
test_fullmar7_png.rf.7eb1cabbfb8df492bd3c7c6f0cb07a41,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\test\images\fullmar7_png.rf.7eb1cabbfb8df492bd3c7c6f0cb07a41.jpg,test,original,Seabirds.v6i.yolo26,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\test\labels\fullmar7_png.rf.7eb1cabbfb8df492bd3c7c6f0cb07a41.txt,2,0,2,none,,,,no,none,,no,a seabird habitat image with no labeled puffin,
valid_a-picture-of-a-shag-on-its-nest-1-_jpeg.rf.4f8950623eb5c09cbbe2325a07222033,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\valid\images\a-picture-of-a-shag-on-its-nest-1-_jpeg.rf.4f8950623eb5c09cbbe2325a07222033.jpg,valid,original,Seabirds.v6i.yolo26,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\valid\labels\a-picture-of-a-shag-on-its-nest-1-_jpeg.rf.4f8950623eb5c09cbbe2325a07222033.txt,1,0,1,none,,,,no,none,,no,a seabird habitat image with no labeled puffin,
train_ray-hennessy-dXHKxkPgAA8-unsplash-1-_jpeg.rf.4d76308f8f2670ed99f1f6c1e7cffa5f,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\train\images\ray-hennessy-dXHKxkPgAA8-unsplash-1-_jpeg.rf.4d76308f8f2670ed99f1f6c1e7cffa5f.jpg,train,original,Seabirds.v6i.yolo26,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\train\labels\ray-hennessy-dXHKxkPgAA8-unsplash-1-_jpeg.rf.4d76308f8f2670ed99f1f6c1e7cffa5f.txt,9,8,1,group,,,,yes,group,,no,a photo containing a group of puffins,
train_puffin_trio_with_some_space_stephen_kress_7-2-15_jpeg.rf.d9ddfb006ba250ac19075459d23179eb,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\train\images\puffin_trio_with_some_space_stephen_kress_7-2-15_jpeg.rf.d9ddfb006ba250ac19075459d23179eb.jpg,train,original,Seabirds.v6i.yolo26,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\train\labels\puffin_trio_with_some_space_stephen_kress_7-2-15_jpeg.rf.d9ddfb006ba250ac19075459d23179eb.txt,3,3,0,few,,,,yes,few,,no,a photo containing a few puffins,
valid_michael-blum-5MOScwaoYXM-unsplash-1-_jpeg.rf.b1ff4a287f8de92bffddf3b395cc2e94,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\valid\images\michael-blum-5MOScwaoYXM-unsplash-1-_jpeg.rf.b1ff4a287f8de92bffddf3b395cc2e94.jpg,valid,original,Seabirds.v6i.yolo26,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\valid\labels\michael-blum-5MOScwaoYXM-unsplash-1-_jpeg.rf.b1ff4a287f8de92bffddf3b395cc2e94.txt,2,2,0,few,,,,yes,few,,no,a photo containing a few puffins,
valid_fullmar54_png.rf.aeb20a4dd74c9a0f2a0931c9c5ffb1f7,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\valid\images\fullmar54_png.rf.aeb20a4dd74c9a0f2a0931c9c5ffb1f7.jpg,valid,original,Seabirds.v6i.yolo26,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\valid\labels\fullmar54_png.rf.aeb20a4dd74c9a0f2a0931c9c5ffb1f7.txt,1,0,1,none,,,,no,none,,no,a seabird habitat image with no labeled puffin,
train_loader_jpeg.rf.567827b846faee1732ed42355b29b732,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\train\images\loader_jpeg.rf.567827b846faee1732ed42355b29b732.jpg,train,original,Seabirds.v6i.yolo26,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\train\labels\loader_jpeg.rf.567827b846faee1732ed42355b29b732.txt,5,5,0,group,,,,yes,group,,no,a photo containing a group of puffins,
train_Screenshot-2023-04-10-at-8-36-01-PM_png.rf.0f49f9e11440cf2414af46ccded88e0c,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\train\images\Screenshot-2023-04-10-at-8-36-01-PM_png.rf.0f49f9e11440cf2414af46ccded88e0c.jpg,train,original,Seabirds.v6i.yolo26,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\train\labels\Screenshot-2023-04-10-at-8-36-01-PM_png.rf.0f49f9e11440cf2414af46ccded88e0c.txt,1,1,0,single,,,,yes,single,,no,a photo containing a single puffin,
valid_F5A9617-500x333_jpeg.rf.59b35d452bb3c7470f5037b6b9fa0a47,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\valid\images\F5A9617-500x333_jpeg.rf.59b35d452bb3c7470f5037b6b9fa0a47.jpg,valid,original,Seabirds.v6i.yolo26,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\valid\labels\F5A9617-500x333_jpeg.rf.59b35d452bb3c7470f5037b6b9fa0a47.txt,4,4,0,few,,,,yes,few,,no,a photo containing a few puffins,
train_Puffins-who-have-to-migrate-farther-often-struggle-with-breeding-850x500_jpeg.rf.cf5ecfca73bcd271390c10cf94900cbf,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\train\images\Puffins-who-have-to-migrate-farther-often-struggle-with-breeding-850x500_jpeg.rf.cf5ecfca73bcd271390c10cf94900cbf.jpg,train,original,Seabirds.v6i.yolo26,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\train\labels\Puffins-who-have-to-migrate-farther-often-struggle-with-breeding-850x500_jpeg.rf.cf5ecfca73bcd271390c10cf94900cbf.txt,2,2,0,few,,,,yes,few,,no,a photo containing a few puffins,
train_atlantic_puffin_newfoundland2a_jpeg.rf.88285a871f9dd8d15a7065416d9432fd,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\train\images\atlantic_puffin_newfoundland2a_jpeg.rf.88285a871f9dd8d15a7065416d9432fd.jpg,train,original,Seabirds.v6i.yolo26,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\train\labels\atlantic_puffin_newfoundland2a_jpeg.rf.88285a871f9dd8d15a7065416d9432fd.txt,3,3,0,few,,,,yes,few,,no,a photo containing a few puffins,
test_razorbill33_png.rf.ade3300e83c814f3410914de3c8100bd,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\test\images\razorbill33_png.rf.ade3300e83c814f3410914de3c8100bd.jpg,test,original,Seabirds.v6i.yolo26,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\test\labels\razorbill33_png.rf.ade3300e83c814f3410914de3c8100bd.txt,2,1,1,single,,,,yes,single,,no,a photo containing a single puffin,
train_Puffins-who-have-to-migrate-farther-often-struggle-with-breeding-850x500_jpeg.rf.2bfd8db5d959b4b5392202380f7490dd,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\train\images\Puffins-who-have-to-migrate-farther-often-struggle-with-breeding-850x500_jpeg.rf.2bfd8db5d959b4b5392202380f7490dd.jpg,train,original,Seabirds.v6i.yolo26,R:\mlcv-labs\workspace\final-demo\data\Seabirds.v6i.yolo26\train\labels\Puffins-who-have-to-migrate-farther-often-struggle-with-breeding-850x500_jpeg.rf.2bfd8db5d959b4b5392202380f7490dd.txt,2,2,0,few,,,,yes,few,,no,a photo containing a few puffins,
